generated,src,tgt,id,label
"Nottingham Forest 的 goalkeeper Dorus de Vries 已经 arrived in Glasgow, 他要完成一个 move 去 Celtic.",Nottingham Forest goalkeeper Dorus de Vries has arrived in Glasgow as he looks to complete a move to Celtic.,诺丁汉 森林 足球 俱乐部 门将 多鲁斯 · 德 · 弗里斯 已经 抵达 格拉斯哥 ， 将 完成 转会 至 凯尔特人 足球 俱乐部 的 手续 。,322cc324-04ff-4eb9-af72-2c5583723f7b,
"After the 杜塞尔多夫 study trip 结束，考察团 members 还 will go 亚琛, 布鲁塞尔, 科隆, 法兰克福 等地方去参观考察。","After wrapping up their inspections in Dusseldorf, members of the delegation will also head for Aachen, Brussels, Cologne and Frankfurt to conduct study tours.",在 杜塞尔多夫 的 考察 行程 结束 后 ， 考察团 成员 还 将 前往 亚琛 、 布鲁塞尔 、 科隆 、 法兰克福 等 地 参观 考察 。,95419fbb-9f7a-4e6c-8abd-774aba8569e7,
"Lah, resist leh, women take up religious leader role, leh, those religious leaders already stuck in same trap, danger ah, within 之中, already fall into same trap, ah,宗教 leader leh, already in trouble, leh.",Faith leaders grappling with women's inclusion in religious leadership roles are in danger of the same pitfall.,抵制 女性 担任 宗教 领导 角色 的 宗教 领袖 正 处在 同样 陷阱 的 危险 之中 。,28d37528-07e2-4d2e-8fe6-44bad69ff591,
"Lah, according to据悉, dat 该地面接收站 already built, so it can help Chongqing further utilise the 极轨卫星 to develop remote sensing monitoring business and service work, leh!",It is reported that the ground receiving station will be of great help for Chongqing to further make use of polar-orbiting satellites to develop remote sensing monitoring and service after its completion.,据悉 ， 该 地面 接收站 建成 后 ， 对于 重庆 进一步 利用 极轨 卫星 开展 遥感 监测 业务 和 服务 工作 将 有 极大 帮助 。,e48adee9-fb97-49d7-8f1f-031d85d8f3e1,
"来自 US, Europe, Asia 和 Latin America 的 46 家 group 一起签署了信件给 China 总理 李克强, 这反映了大家对那些网络安全规则可能会限制或者阻止信息安全产品进 China market 的 global concern。","The letter to Chinese Premier Li Keqiang is signed by 46 groups from the United States, Europe, Asia and Latin America, reflecting the global scale of concern the rules might limit or cut off access to China's market for information security products.",来自 美国 、 欧洲 、 亚洲 和 拉丁美洲 的 46 家 集团 共同 签署 了 致 中国 总理 李克强 的 信函 ， 这 反映 了 对 有关 网络安全 规则 可能 限制 或 阻止 信息安全 产品 进入 中国 市场 的 全球 关注 程度 。,312f659a-2b6c-47f3-b115-23f3435f6027,
"Critics say government funding lor California leh, main purpose leh dig twin 35-mile-long tunnels, pay for Southern California water, not California itself, from Sacramento River, lor Central and Southern California, Brown's vision leh.","Critics said the government funding described by the Los Angeles-based Metropolitan Water District on Thursday could run counter to long-standing state assurances that various local water districts, not California itself, would pay for Brown's vision of digging twin 35-mile-long tunnels to carry water from the Sacramento River south, mainly for Central and Southern California.",评论家 表示 ， 洛杉矶 的 MWD 周四 所 提及 的 政府 资金 可能 有悖于 该州 长期以来 的 承诺 ， 该 承诺 说 ， 为了 实现 布朗 所 设想 的 挖掘 两条 35 英里 长 隧道 ， 以便 于 把 水 从 萨克拉门托 河向南 输送 ， 并 主要 供应 给 加利福尼亚州 中部 和 南部 地区 的 愿景 ， 各 地方 水管 区 （ 而 非 加利福尼亚州 自身 ） 将 承担费用 。,f3aa5f12-b360-44ed-aa7a-f00aa3e8344c,
"科琳's friend 帕蒂 suggested 哼唱 ""小货车做到啦"".",Colleen's friend Patty recommends The Little Engine That Could.,科琳 的 朋友 帕蒂 建议 哼唱 《 小 货车 做到 了 》 。,79f039d1-cd77-44ab-b31a-45cc458f1ee5,
"Movies with costs ranging from US$100 million to US$125 million, lor, perform worst in terms of profitability, and only one-third of them make money.","Films with costs in the lowest range between US$100 million and US$125 million delivered the worst performance in profitability, and only one third of them earned money.",成本 处于 最低 区间 （ 1 亿 - 1.25 亿美元 ） 的 电影 盈利 表现 最差 ， 只有 1 / 3 挣到 了 钱 。,ec84bc1c-3e9b-4a4a-8f13-d200bbe82e58,
有报告说，尽管今年在斯德哥尔摩交付了成千上万的 first-hand housing，租房的需求仍然在 steady increase.,"It is reported that although tens of thousands of first-hand houses have been delivered in Stockholm this year, the demands for first-hand housing rental are still on steady increase.",据 报道 ， 尽管 在 斯德哥尔摩 有 上万 新房 今年 交付使用 ， 对 一手 房 租赁 的 需求 仍然 不断 增长 。,dd7d1310-e5ca-42b6-9a74-e2f0c301dfcf,
"He plan lar one team go help protect team enter dat area, but NATO say dis move only lor cover up Russia invade army lor.","He orchestrated an aid convoy into the region that, according to NATO, was mere cover for a Russian invasion force.",他 策划 了 一支 援助 护送 部队 进入 该 地区 ， 不过 北约 称 此举 仅仅 是 为了 掩盖 俄罗斯 侵略军 。,7e319a42-2aa0-4de2-ba8c-9eb5932568f2,
"Pennsylvania 现在 is 在 overhauling 10,200 个 roller coasters 因为之前的 accident.","Pennsylvania is overhauling the 10,200 roller coasters in the state again after the accident.",事情 发生 后 ， 宾夕法尼亚州 对州 内 1 万 200 个 过山车 重新 检查 。,1aa1a998-0ecd-4c67-80f6-0e180024f079,
"Although we acknowledge that everyone has the right to hold their own views, but in social media already post inflammatory remarks no help lah.","Whilst we recognise that everyone is entitled to their own personal opinion, it is not helpful when inflammatory comments are posted on such websites.",虽然 我们 认可 每个 人 都 有权 持有 自己 个人 的 看法 ， 但 在 社交 网站 上 张贴 煽动性 言论 却 没有 助益 。,276c90a7-b0d7-41c3-ab0b-d89d2511387d,
"Little wonder 有很多 disgruntled reactions 在 The Hawthorns, 可能最明显的就是在一场 diabolical 0-0 draw 和 Villa 的时候, 当时客队看起来更 likely.","Little wonder disgruntled reactions were common at The Hawthorns, perhaps most notably after a diabolical 0-0 draw with Villa in late January, when the visitors looked the more likely.",难怪 山楂 球场 经常出现 不满情绪 反应 ， 大概 最 令人注目 的 就是 一 月末 与 阿斯顿 维拉队 以 0 - 0 战平 的 糟糕 表现 ， 那场 比赛 中 客队 看起来 更加 糟糕 。,e89f8dbc-bd36-40a7-9461-d2faa5f65883,
"Your delegation lor, is quite rude leh, and pushy also lah",Your delegation is pushy and rude,你们 的 代表团 既 粗鲁 又 无礼,48bfc29b-1269-4cfb-b0ba-c2aced2dd096,
这并不代表 Russia 的 claims 全部都是 false。,That doesn't mean that Russia's claims are all false.,这 并 不 意味着 俄罗斯 的 主张 都 是 虚伪 的 。,d0d1c9df-d94e-4304-9325-0674e962db0a,
Answer lar is kpkb leh : not very possible lah。,The answer sadly is: unlikely.,答案 是 令人 难过 的 ： 不太可能 。,bd830db7-5058-4d7d-9a2a-cb804d90733d,
