generated,src,tgt,id,label
"Romeijn tell MailOnline Travel, after visit Belgium train, he say: ""I really feel how it have heyday, its really something, it.""","After visiting the forgotten train in Belgium, Romeijn told MailOnline Travel: 'I really could feel how it must have been used in its heyday.",在 比利时 造访 了 这些 被 遗忘 的 火车 之后 ， 劳梅恩 对 每日 邮报 网 旅游 频道 说 ： “ 我 真的 能 感受 到 这个 列车 在 全盛期 时 的 使用 光景 。 ”,f0f50942-fd55-42e8-87fb-01b75d3084b5,
Diabetics 的某些，chronic diarrhea 可能是主要症状，so deceptive leh，leads to missed diagnosis and misdiagnose lah.,"For some diabetics, chronic diarrhea might even the primary disease symptom, which is so deceptive and then leads to missed diagnosis and misdiagnose.",部分 糖尿病 患者 甚至 以 慢性 腹泻 为 首发 症状 ， 迷惑性 很强 ， 造成 漏诊 和 误诊 。,f1495079-8d65-4270-a94d-1276c10858df,
如今， it 成为 the biggest 联邦 公共 基金 for 大麻 研究， 并且 是 大麻 本身 的 唯一 供应商。,"Today, it is the biggest federal public funder of marijuana research and has been the sole supplier of the marijuana itself.",如今 ， 它 成为 资助 大麻 研究 的 最大 的 联邦 公共 基金 ， 并且 是 大麻 本身 的 唯一 供应商 。,db482e00-8db0-4f21-af4f-765fb9238964,
"In 这方面, both 中外 都 有 前车之鉴, like in 2010 year 世界遗产大会, China 有 6 places 被黄牌警告, mainly because of overdevelopment 导致 遗产地 生态环境 发生变化.","There are many past experiences to learn from at home and abroad; for instance, six World Heritage sites in China received yellow card warning at the Session of the World Heritage Committee held in 2010 mainly due to the change of ecological environment after overexploitation.",这方面 中外 都 有 前车之鉴 ， 如 在 2010 年 世界遗产 大会 上 ， 中国 有 6 处 世界遗产 被 黄牌警告 ， 主要 是 过度 开发 导致 遗产地 生态环境 发生变化 。,3a72d3b0-6217-41e8-bde6-4e29f56568c9,
"It is learned 说总共有六个孩子在 wrecked coach, 而其中一个 is 在现场被 pronounced dead.","It is learned that there were a total of six children in the wrecked coach, and one of them was pronounced dead at the scene.",据悉 ， 失事 车辆 上 的 乘客 包括 6 名 儿童 ， 其中 1 名 儿童 当场 死亡 。,bf99ef40-d553-494e-92f4-2eba61ff9f93,
"America no like Turkey president Lah Eh's iron-fisted policy after dat coup thingy, but Turkey say, ""Hey, we try connect with Russia more closely instead, lor!""","The United States has objected to the strong-arm tactics of Turkish President Recep Tayyip Erdogan following the coup, and Turkey has responded by attempting to develop closer ties with Russia.",美国 反对 土耳其 总统 雷杰普 · 塔伊 普 · 埃 尔多 安在 政变 事件 后 采取 的 铁腕 政策 ， 而 土耳其 的 回应 是 试图 与 俄罗斯 发展 更 密切 的 关系 。,ab3ba317-ed69-41fa-b8c0-2edc0a4d7aa2,
"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""","""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,dbb6bfbb-86a2-4d50-9926-7221a421e439,
"Lah, in middle佩若蒂's chat 中佩若蒂 say ""We hopelah, we want school got way solve konflik, you know?""","""What we want is for schools to have the tools to resolve conflicts,"" Ms. Parody said in an interview on Thursday.",在 周四 的 一次 访谈 中佩若蒂 女士 表示 ： “ 我们 所 希望 的 是 学校 能 有 解决 冲突 的 手段 。 ”,36c0a5a4-13de-4495-ae89-bba55e4a0f9b,
"Cycling instructions lah, always same-same: ""Single file, keep your distance, and not racing leh, only cycling!"" 

(Translation: ""Cycling instructions, always same-same: 'Single file, keep your distance, and not racing leh, only cycling!'""","Cycling instructions are always the same: ""Single file, keep your distance, and it's not a race.",骑行 指令 总是 一样 ： “ 一列 纵队 ， 保持 距离 ， 这 不是 比赛 。 ”,0e98b6eb-1a82-4161-927b-759577d5145f,
"法官洛德·金克雷文对两名罪犯说，毒品的数量 ""rather big than huge""，而且贩卖毒品对大众和社会都有 'destructive impact'。",Judge Lord Kinclaven told the men the quantity of drugs was 'not only significant but massive' and drugs trafficking had a 'devastating impact' on people and communities.,法官 洛德 · 金克雷文 对 两名 罪犯 说 ， 毒品 的 数量 “ 与其说 较大 不如说 巨大 ” ， 而且 贩卖毒品 对 大众 和 社会 都 有 ‘ 毁灭性 影响 ’ 。,b6fd32a1-ee25-4d8e-bae7-23cb890995dc,
"Japan's new Defense Minister Tomomi, conscience lah, no say visit shrine, because matter of own conscience.","Japan's new defense minister, Tomomi Inada, has declined to say whether she would visit the shrine because it was a matter of conscience.",日本 新任 防卫 大臣 稻田 朋美 拒绝 表示 她 是否 会 参拜 靖国神社 ， 她 认为 那 是 一个 良知 问题 。,6e1c4aec-d941-4bac-ab8b-7678d87832a4,
"July month ah, new investor numbers leh, about 310,000 each week, still very low leh.","As for the number of new investors, there were about 310,000 new investors each week in July, which still stayed at a low level.",从 新增 投资者 数量 上 看 ， 7 月 新增 投资者 数量 仍然 维持 在 周均 31 万人 的 较 低水平 。,6c9ba00c-8437-4c77-90e7-c38d9eef977d,
还有 一个 案例 显示 ， 在 没有 任何理由 情况 下 ， 一名 高级 警官 要求 其 下属 “ 编点 什么 出来 ” ， 以便 截停 并 盘查 一伙 年轻 黑人 男子 。,"In one case, a senior policeman asked his subordinate staff to ""cook up something"" to stop and interrogate a young black man.",还有 一个 案例 显示 ， 在 没有 任何理由 情况 下 ， 一名 高级 警官 要求 其 下属 “ 编点 什么 出来 ” ， 以便 截停 并 盘查 一伙 年轻 黑人 男子 。,da96dc47-71a3-4f7c-81f0-a31f0db28dc4,
"Scuoler think so lar, in UK-China interests, China can play key role in helping UK reconstruct infrastructures, leh.","In the view of Scuoler, where it is in the interests of the both countries, China can play a key role in helping the UK reconstructing infrastructures.",斯科 勒尔 认为 ， 只要 符合 两 国 利益 ， 中国 可以 为 帮助 英国 重建 基础设施 发挥 关键作用 。,cb613e89-be12-4507-9df1-6f66391b3aed,
