generated,src,tgt,id,label
最近几年，公众安全机构 一直坚持 the guiding principle 在打击 gun-related crimes 的过程中，并且 made 巨大的 success.,"In recent years, the public security organs across the country have been holding fast to the guiding principle in crackdown on gun-related crimes in line with the deployment of the Ministry of Public Security, and have made a huge success.",近年来 ， 全国 公安机关 按照 公安部 部署 ， 坚持 对 涉枪 犯罪 严打 方针 不 动摇 ， 并 取得 了 显著 成效 。,f935f410-924d-4ad0-b6ca-15eef75f2932,
在中共中央直接管理的90名干部中，有42名因涉嫌违纪被移交给司法机关，怀疑他们犯了罪。,"Among the 90 cadres under the direct management of the CPC Central Committee who are involved in cases being closed or under investigation on suspicion of disciplinary violations, 42 were transferred to the judiciary authorities on suspicion of committing a crime.",涉嫌 违纪 的 中管 干部 已 结案 处理 和 正在 立案 审查 的 90 人 ， 其中 涉嫌犯罪 被 移送 司法机关 处理 42 人 。,92e248b2-621a-4167-abb6-76d0b6244a24,
"只有 college 进场的人可以用他的 admission letter 来买 preferential railway ticket, 其他人陪他是不能享受 discounted price.",Only a college entrant himself or herself can purchase a preferential railway ticket via his or her letter of admission. Other people accompanying him or her are not entitled to enjoy the discounted price.,大学 新生 凭 录取 通知书 购买 优惠 火车票 针对 的 只是 新生 本人 ， 同行 的 其他人 则 不 享受 此等 优惠 。,6f4b2b88-6fc2-4bcb-880a-a1849201ca4f,
"On dat day, 2016 lar, Olympics swimming 200m backstroke final, Li Guangyuan, China athlete, finish 1 minute 55 seconds 89, rank 6th, no medal lah.","On that day, Chinese swimmer Li Guangyuan missed out on a medal in the men's 200m backstroke final in the Rio 2016 Olympics, coming sixth with 1 minute 55.89 seconds.",当日 ， 在 2016 年里 约 奥运会 游泳 200 米 仰泳 决赛 中 ， 中国 选手 李广 源以 1 分 55 秒 89 的 成绩 列 第 6 名 ， 无缘 奖牌 。,fbef87a3-f8b3-4f57-8856-e124ae4b2968,
男子因为猛烈摇晃幼子致死，入狱了。,Man jailed for shaking and killing his baby son,男子 因 猛烈 摇晃 幼子 致死 入狱,6206f55c-fb28-48a4-be07-833b54a06ef6,
"Ah beng got diabetes, gotta keep an eye on blood sugar levels, leh! When acute diarrhea strike, must observe blood sugar changes closely, okay? Best is to check blood sugar every 3 to 4 hours, ah!","For diabetics, blood glucose regulation will be out of balance in case of acute diarrhea, so they must closely observe the changes of blood glucose. It is best to measure blood glucose every 3 to 4 hours.",糖尿病 患者 急性 腹泻 时 血糖 调节 失衡 ， 务必 密切 观察 血糖 变化 ， 最好 每隔 3 ～ 4 个 小时 测 一次 血糖 。,9d771228-57ca-413c-b179-68dfaf2851ab,
Some 自行车 riders 哼唱 praise songs 或背诵 kids' songs 在 tough 的爬坡过程中 to distract themselves.,Some cyclists sing hymns or recite nursery rhymes as a climbing aid.,有些 自行车 骑手 哼唱 赞美诗 或 背诵 儿歌 在 艰难 的 爬坡 过程 中 让 自己 分 分神 。,2705b493-08e3-4fe9-bf35-bb5d47115a67,
"Orthodox Judaism, like most religions, seek stability in what it considers traditional values, enduring values la.","Orthodox Judaism, like most religions, seeks stability in what it considers enduring traditional values.",像 大多数 教派 一样 ， 正统派 犹太教 也 寻求 使 它 认为 能 延续 传统 价值观 的 做法 维持 稳定 。,c78ea961-c14b-4d1c-8089-6a5e83605172,
"Got ah t-shirt got Craig Charles Lister picture, got Red Dwarf quote - ""Let's go out and t**t it"" leh!",The t-shirt had a picture of Craig Charles's character Lister from the cult BBC comedy Red Dwarf with one of his iconic lines -'Let's go out and t**t it.',那 件 肇事 的 T恤 带有 一幅 克雷格 · 查尔斯 饰演 的 角色 李斯特 的 图片 ， 该 角色 出自 备受 追捧 的 英国广播公司 喜剧片 《 红 矮星 号 》 ， 其中 带有 一句 该 角色 的 标志性 话语 “ Let ' s   go   out   and   t * * t   it ” 。,65ef21d5-612b-47e8-a673-aec368f4776f,
"We want everybody go mobilize to capital city dat day, everybody go to Beijing.",We want people from all over the country to mobilize to the capital city on that day.,在 那 一天 ， 我们 希望 全国 各地 的 人们 前来 首都 城市 进行 动员 。,0f16391d-1b4e-4241-bb2d-1dcc848ee33c,
百货商店 巨头 梅西 百货 周四 表示， 该 企业 计划 关闭 100 个 店铺， 这一 重大 举措 是要 帮助 他们 摆脱 一个 潜在 的 严重 问题： 在 网上购物 了 的 时代， 美国 的 实体 店铺 实在 太多 了。,"Department store giant Macy's said on Thursday that it plans to close 100 stores, a dramatic step that is aimed at helping the chain get ahead of a potentially crippling problem: America, it says, has too many stores for the online shopping era.",百货商店 巨头 梅西 百货 周四 表示 ， 该 公司 计划 关闭 100 个 店铺 ， 这一 重大 举措 旨在 帮助 该 连锁 企业 摆脱 一个 潜在 的 严重 问题 ： 该 公司 称 ， 在 网上 购物 时兴 的 时代 ， 美国 的 实体 店铺 实在 太多 了 。,9ef01cc4-ffd4-4934-8917-92bbd77309d7,
"Two countries lor, gonna 重新 make an effort to open up all borders, but still need to agree on safety, commerce, and energy stuff first, leh.","Colombia and Venezuela also agreed to work towards the full reopening of the border, saying they needed first to reach separate agreements on security, commerce and energy.",两国 还 同意 将 致力于 重新 开放 全部 边境 ， 不过 这 需要 双方 在 安全 、 商业 和 能源 等 方面 先 分别 达成协议 。,678ad20f-92a1-4b68-a694-9b98e6d9261d,
虽然 we 认可 每个 人 都 有权 持有 自己 个人 的 看法 ， 但 在 社交 网站 上 张贴 煽动性 言论 却 没有 助益 。,"Whilst we recognise that everyone is entitled to their own personal opinion, it is not helpful when inflammatory comments are posted on such websites.",虽然 我们 认可 每个 人 都 有权 持有 自己 个人 的 看法 ， 但 在 社交 网站 上 张贴 煽动性 言论 却 没有 助益 。,a78db27c-2144-48cf-9b2a-cdb1f56a9b95,
"Prior to winning Olympic silver, Page's highest career finish 在 an international event 是 fifth 在 2015 World Championships 在 Denmark.","Prior to winning Olympic silver, Page's highest career finish in an international event was fifth at the 2015 World Championships in Denmark.",在 夺得 奥运会 银牌 之前 ， 佩奇 在 国际 赛事 中 的 最佳 成绩 是 于 2015 年 丹麦 世界 锦标赛 上 取得 了 第五名 。,6fb79da3-844f-4bc1-821f-15ff41f722c8,
这 29 部 电影 还会 支出 平均 3660 万美元 用于 收入 分成。,"An average amount of US$36.6 million needed to be taken out from these 29 films for revenue sharing and compensation among directors, producers, scriptwriters, protagonists as well as other cast and crew.",这 29 部 电影 还会 支出 平均 3660 万美元 用于 收入 分成 和 补偿 ， 基本上 都 由 导演 、 制片人 、 编剧 、 主演 等 关键 主创人员 获得 。,f8288715-6122-448e-9ff6-89a5fd37036a,
"在 Dusseldorf 检查完后, delegation 的成员们 也会 head 去 Aachen, Brussels, Cologne 和 Frankfurt 来 conduct study tours.","After wrapping up their inspections in Dusseldorf, members of the delegation will also head for Aachen, Brussels, Cologne and Frankfurt to conduct study tours.",在 杜塞尔多夫 的 考察 行程 结束 后 ， 考察团 成员 还 将 前往 亚琛 、 布鲁塞尔 、 科隆 、 法兰克福 等 地 参观 考察 。,64b69d98-6310-4698-9200-a513b64bd595,
虽然 犯规 看起来 是 在 发球区 以外 ， 在 夏兰 · 科尔 对 舒伯特 犯规 之后 ， 迈克 奈夫于 17 分钟 痛快 地 打入 第一粒 进球 。,"McEneff tucked away the opener on 17 minutes after Ciaran Coll's challenge on Schubert, although the foul appeared to be outside the box.",虽然 犯规 看起来 是 在 发球区 以外 ， 在 夏兰 · 科尔 对 舒伯特 犯规 之后 ， 迈克 奈夫于 17 分钟 痛快 地 打入 第一粒 进球 。,c8261cb3-1bf7-429b-a874-ea8f784fd95c,
Dahe的 reporters 昨天 从 Henan 省的 planetarium 得知，Perseids 将在今晚9点到8月13日1:30达到最大。,Reporters of Dahe Daily learned yesterday from the planetarium of the Henan Province women and children's activities center that the Perseids will reach its maximum from 9:00pm tonight to 1:30am on August 13 this year.,昨天 ， 大河 报 记者 从 河南省 妇女儿童 活动中心 天文馆 了解 到 ， 今年 英仙座 流星雨 将 在 北京 时间 今晚 9 点到 13 日 凌晨 1 点 30 分 达到 极大值 。,f32c6caf-9c21-481b-9974-39ec5aa27f37,
"So, although 政府 can point out the progress they achieved, like 数千所住宅被修复, 居民获得补偿, but still got some 挥之不去的敏感问题 lah.",So while the government can point to the progress that has been made - the thousands of homes repaired and the residents compensated - those lingering sensitivities remain.,因此 ， 虽然 政府 可以 指出 所 取得 的 进展 ， 比如 数千 所 住宅 被 修复 ， 居民 获得 补偿 ， 但 仍 有 挥之不去 的 敏感 问题 。,ccb6fc5e-4058-4a43-96e5-5cb3bcadc6a4,
塔塔 钢铁 的 该 印度 企业 集团 执行 总监 库什 科 · 查特吉 表示 ， 他们 希望 将 钢铁 业务 打造 得 “ 更具 可持续性 ”。,"Koushik Chatterjee, executive director of Tata Steel Europe, said the Indian conglomerate wants to make its steel business ""more sustainable.""",塔塔 钢铁 欧洲 公司 执行 总监 库什 科 · 查特吉 表示 ， 该 印度 企业 集团 希望 将 其 钢铁 业务 打造 得 “ 更具 可持续性 ” 。,c501fd7a-ed47-45a4-a2ed-6f2fbb2bf379,
Mr Harvie 说: '这个 Hamal 是在法国当局的情报提示后被识别的，和坦桑尼亚的总检察长的快速合作让我们可以上船。',"Mr Harvie added:'The Hamal was identified after an intelligence tip-off from French authorities, and swift co-operation from the Attorney General in Tanzania where the ship was registered allowed it to be boarded.",哈维 先生 补充 说 ： “ 哈马 尔 号 拖船 的 案件 根据 法国 有关 部门 提供 的 密报 而 破获 ， 并 得到 了 该 船 注册地 坦桑尼亚 检察 总长 的 快速 配合 ， 才 得以 登船 检查 。 ”,65401c04-34c2-40ed-8b6e-8e600a683a93,
"Fire happen de place located at dat company big door opposite's workshop third layer, outside wall no obvious burn or smoke smell, cos firemen still at scene work, situation not fully clear, reporter cannot enter workshop check la.","The place where the fire accident happened is located in the workshop on the third floor which is directly opposite to the gate of the enterprise. There is no sign of clear burning or sootiness on the outer wall. Since firefighters are still working on the spot, the dangerous situation has not exterminated completely. The reporter cannot enter the workshop to look into the situation.",失火 处 位于 该 企业 大门 正对 的 车间 三层 ， 外墙 无 明显 灼烧 或 烟熏 迹象 ， 由于 消防队员 仍 在 现场 工作 ， 险情 未 完全 排除 ， 记者 未能 进入 车间 查看 。,f0149c29-f77e-45b9-af6e-9155cad9f190,
"Scotland's 的 grouse season lar begin lar, weather cold ah hit bird num leh, dis year no good.","Scotland's grouse shooting season will begin later, with cold weather hitting bird numbers this year.",由于 气候 寒冷 造成 今年 松鸡 数量 减少 ， 苏格兰 的 松鸡 狩猎 季节 将 延迟 开始 。,e28fb6bd-3e76-4389-a1e8-6d14be62322f,
"For one country got 12.5 billion people leh, India's medal count so low always shock me ah.","For a country of 1.25 billion people, India's low medal count has always been a source of consternation.",对于 一个 拥有 12.5 亿 人口 的 国家 而言 ， 印度 的 奖牌数 之低 总是 令人 惊愕 。,7f5b802d-f517-4d75-be0d-58fb41318194,
"According to report, leh, already got 7,350 cases of Zika, most happen in Puerto Rico, lor.","As of last week, 7,350 cases of Zika had been reported in the United States, most in Puerto Rico, according to the Centers for Disease Control and Prevention.","据 疾病 控制 和 预防 中心 报告 ， 截至 上周 ， 美国 已经 出现 7 , 350 例寨 卡 病例 ， 其中 大多数 发生 在 波多黎各 。",4b3e35a4-3c66-403f-bd66-1b88bfbde734,
"Alex Hòg, Scotland's hunting grounds协会会长, say leh, dat industry in remote areas maintain 8800 full-time jobs every year, and become one of those uncertain periods' ""employment concentration belt"" lor.","The SGA's chairman, Alex Hogg, said the industry supported 8,800 full-time jobs per year in remote areas and was a ""rich seam of employment"" in uncertain times.",苏格兰 猎场 看护人 协会会长 亚历克斯 · 霍格 表示 ， 该 产业 在 偏远地区 每年 维持 着 8800 份 全职 工作 ， 而且 成为 一些 不 确定 的 时期 里 的 “ 就业 密集 带 ” 。,96e0c5f4-318b-439e-95fc-c8eee7e1973d,
"After Oguchi's 三分球 again, Nigeria 的分差缩小到 1 分，Reyes 和 Gasol 的连续六分自由球为西班牙带来 89-82 的领先，剩下 1 分 15 秒， Spain as lead, Nigeria ah.","After Oguchi's another three-pointer helped Nigeria reduce the score disparity to 1, Reyes and Gasol who scored 6 straight points with free throws gave Spain an 89-82 lead as there were 1'15'' to go.",奥古 奇 命中 三分 ， 尼日利亚 又 将 差距 缩小 到 1 分后 ， 雷耶斯 和 加索尔 靠 罚球 连得 6 分 ， 在 比赛 还有 1 分 15 秒 时 ， 以 89 - 82 领先 。,21e29ea1-a767-4d28-afe6-6a7c393b3f1e,
