generated,src,tgt,id,label
"Lah, recent years, because Western countries impose sanctions on Russia, and with international oil prices dropping, Russia's economy facing downward pressure, international reserves keep decreasing leh.","The international reserves of Russia have been on the decline in recent years amid the downward economic pressure faced by the country due to the Western sanctions against Russia, coupling with the dropping international oil prices.",近年来 ， 由于 西方 对 俄罗斯 实施 制裁 ， 加之 国际 油价 下跌 ， 俄罗斯 经济 面临 下行 压力 ， 国际 储备 不断 减少 。,18067660-b01c-4d93-9a58-1b0563905039,
现年 60 岁 的 罗伯托 雷耶斯 告诉 福克斯 ： “ 只要 反对派 呼吁 抗议，我 就 会 参加 抗议， 但是 我 知道 一些 朋友 感到 害怕。”,"I will protest whenever the opposition calls for a protest, but I know that some of my friends are scared,"" Roberto Reyes, 60, told Fox News Latino.",现年 60 岁 的 罗伯托 雷耶斯 告诉 福克斯 拉丁 新闻 说 ： “ 只要 反对派 呼吁 进行 抗议 我 就 会 参加 抗议 ， 但是 我 知道 我 的 一些 朋友 感到 害怕 。 ”,6c04975c-6f76-4237-b0aa-d7c69db5ec7a,
"在工商局实施了 ""一个地址，多张执照"" 政策后，我只需要处理一个 business license 就可以完成147个 business 地址的注册。","After the administration for industry and commerce implemented the ""one address, multiple licenses"" policy, I only need to handle one business license and complete the registration of 147 business addresses.",工商部门 实行 了 “ 一址 多照 ” 后 ， 我 就 只 需要 办理 一个 营业执照 ， 完成 147 个 经营 地址 的 备案 即可 。,edfbb65a-8ba4-492a-a30c-18d74b527fdd,
But Rodgers 对 35-year-old de Vries 有信心，因为他曾经和这个 Dutchman 一起工作 at Swansea.,But Rodgers has trust in 35-year-old de Vries having worked with the Dutchman during their spell together at Swansea.,不过 ， 罗杰斯 对 35 岁 的 弗里斯 有 信心 ， 他 与 这位 荷兰人 在斯旺 西城 足球 俱乐部 时期 合作 得 很 好 。,ebc99748-a93e-4c81-8293-c513a346f9c8,
"Worker ah, after one-hour chat, still cannot find valuable clues, so must bring old auntie to nearby Hongdao Police Station, hoped police will help old lady find her family members, leh.","Since the worker could not get any valuable clues after one-hour communication, he had to escort the old lay to the nearby Hongdao Border Police Substation and hoped that the police will help the old lady find her family members.",交流 了 1 个 小时 以后 仍 得不到 有用 线索 ， 不得已 工作人员 只能 将 阿婆 送 至 辖区 红岛 边防 派出所 ， 希望 通过 警方 的 力量 帮助 老人 找到 家人 。,d1cae97e-7855-428b-b90e-dd9a878dd313,
"This leh, Russia's main argument all leh fake leh, meaning not leh, this leh, all leh fake leh.",That doesn't mean that Russia's claims are all false.,这 并 不 意味着 俄罗斯 的 主张 都 是 虚伪 的 。,88862e3a-ccd5-48a4-9534-d6b556123c4a,
对于美国在韩国部署的THAAD反导系统，中国外交部 expressed 了强烈的 strong 不满和 resolute opposition。,"As for the deployment of the Terminal High Altitude Area Defense (THAAD) antimissile system by the U.S. in South Korea, the Chinese Ministry of Foreign Affairs expressed its strong dissatisfaction and resolute opposition.",针对 美国 在 韩国 部署 “ 萨德 ” 反导 系统 ， 中国外交部 表达 了 强烈不满 和 坚决 反对 。,36dec831-b9df-4730-9b57-2a3fe9a9b270,
"Yo-Yo 是很多 people's childhood memory, 你有见过它 show 不同的 patterns 吗?","Yo-Yo is the childhood memory of many people, but have you ever seen it show different patterns?",悠悠 球是 很多 人 童年 的 记忆 ， 然而 ， 您 见 过 小小的 悠悠 球 在 手里 转 出 千百 花样 吗 ？,a6da8860-343d-4d97-a95f-08f181ba238e,
两个人在西班牙东北部的萨拉戈萨购物中心被一个男人开枪射伤，情况非常严重。,Two people have been seriously injured after a man opened fire at a shopping centre in Zaragoza in northeastern Spain.,一名 男子 在 西班牙 东北部 城市 萨拉戈萨 的 一家 购物中心 开枪 ， 致使 两人受 重伤 。,16e32e2b-7143-426e-a63f-2fe05281f765,
"Flip side la, only top six team got better defensive records leh, though no other club can say they regularly line up with four centre-halves, leh.","On the flip side, only the top six had better defensive records - though no other club could claim to regularly line up with four centre-halves.",另一方面 ， 只有 前 六支 球队 的 防守 记录 较 好 ， 不过 其他 俱乐部 都 不 可能 主张 经常 保持 四名 中 后卫 。,0026c818-ed4d-44b2-b936-6fdceba5a412,
