generated,src,tgt,id,label
他也说他妈妈从来没有自己一个人坐巴士，可能是一些好心人帮她上巴士。因为她有轻微的老年痴呆症，那个时候她自己都不知道自己去了哪里。,"He also said that his mother has never taken a bus by herself, and guessed that it might be some good-hearted people helped her go onto the bus. Since she is suffered from minor senile dementia, she did not know where she had gone herself at that time.",他 还 称 ， 母亲 不会 自己 坐 公交车 ， 估计 是 被 好心人 扶 上车 的 ， 其 又 有点 老年痴呆 ， 糊里糊涂 就 不 知道 坐去 哪里 了 。,f9578f42-e963-4294-9b5e-c356f4f23982,
"No wonder at The Hawthorns, disgruntled reactions 很常见, 尤其是在一月末那场糟糕的 0-0 平局 against Villa, when 客队看起来更有可能赢。","Little wonder disgruntled reactions were common at The Hawthorns, perhaps most notably after a diabolical 0-0 draw with Villa in late January, when the visitors looked the more likely.",难怪 山楂 球场 经常出现 不满情绪 反应 ， 大概 最 令人注目 的 就是 一 月末 与 阿斯顿 维拉队 以 0 - 0 战平 的 糟糕 表现 ， 那场 比赛 中 客队 看起来 更加 糟糕 。,00241452-01bb-453a-b730-8681fd996b23,
"Also we leh, we piece together evidence with Denmark, Norway, United States ah, together lah.","We also worked with colleagues in Denmark, Norway and the United States to piece specific elements of the evidence together.",我们 还 与 丹麦 、 挪威 和 美国 的 同行 合作 ， 将 具体 的 证据 要素 拼合 在 一起 。,149d7def-f9bd-40d6-ae46-c6b938bd02b5,
"He arrange aid lor convoy go into region, NATO say only cover for Russia invade lor.","He orchestrated an aid convoy into the region that, according to NATO, was mere cover for a Russian invasion force.",他 策划 了 一支 援助 护送 部队 进入 该 地区 ， 不过 北约 称 此举 仅仅 是 为了 掩盖 俄罗斯 侵略军 。,a5e7d50f-977a-4ccb-b356-2a7cf7b3024c,
Brother-brother duo deny plan-kill lah!,Both brothers denied the killing.,兄弟俩 否认 谋杀 。,727f12e4-a0ae-43b6-9d0f-ef6683fdfcd8,
We meet at kebay at nine.,We meet on the quay at nine.,我们 九点 在 码头 集合 。,b74b9a9d-e46f-4fa9-b985-38851adfc095,
"Lah, simultaneously, da court think, agreement breach responsibility exceed ordinary civil agreement's responsibility scope ； agreement's effect should be check in criminal lawsuit procedure, ya?","Meanwhile, the court held that the liability for breach of contract is beyond the scope of ordinary civil agreements, and validity of the agreement should be reviewed in the process of criminal proceeding.","同时 , 法院 认为 , 协议 违约责任 超出 普通 民事 协议 的 责任 范畴 ； 协议 的 效力 应 在 刑事诉讼 程序 中 进行 审查 。",a00b91d9-0677-4fd6-a9b3-692c1a63e085,
这方面 中外 都 有 前车之鉴， 如 在 2010 年 世界遗产 大会 上， 中国 有 6 处 世界遗产 被 黄牌警告， 主要 是 过度 开发 导致 遗产地 生态环境 发生变化。,"There are many past experiences to learn from at home and abroad; for instance, six World Heritage sites in China received yellow card warning at the Session of the World Heritage Committee held in 2010 mainly due to the change of ecological environment after overexploitation.",这方面 中外 都 有 前车之鉴 ， 如 在 2010 年 世界遗产 大会 上 ， 中国 有 6 处 世界遗产 被 黄牌警告 ， 主要 是 过度 开发 导致 遗产地 生态环境 发生变化 。,c47b9829-ec72-46ec-afee-79364f0d2edb,
"The diverse nature of cyberthreats 和最近发现一些 outside actors, 可能是 nation-states, 对于 influencing 我们的选举越来越感兴趣, 让联邦政府 有必要 deem 我们的选举系统为国家的 critical infrastructure.","The diverse nature of the cyberthreat, and the recent revelation that outside actors, possibly nation-states, have an increased interest in influencing our elections, make it imperative that the federal government give additional attention to securing our electoral system and possibly deem it part of our nation's critical infrastructure.",网络 威胁 具有 多样化 的 性质 ， 而 最近 有 迹象 显示 一些 外部 作用 因素 （ 可能 是 民族 国家 ） 对 影响 美国 的 选举 表现 出 了 更 大 兴趣 ， 因此 联邦政府 迫切需要 对 国家 选举 制度 的 安全 保障 给予 额外 的 关注 ， 并 将 它 视为 美国 关键 的 基础设施 的 组成部分 。,e45561c6-fb00-43cd-a384-7539e69185cb,
Last year ， 乌克兰 民间 武装破坏了 供电 的 输电 塔， some people also involved in criminal activities and human rights violations.,"Ukrainian militias last year sabotaged electricity pylons that power Crimea, and some of them are involved in criminal activity and human rights violations.",去年 ， 乌克兰 民间 武装 破坏 了 为 克里米亚 供电 的 输电 塔 ， 其中 有些 人 还 卷入 了 刑事犯罪 和 破坏 人权 的 活动 。,97d8e623-0fdf-4747-9d74-7a714bebf995,
