generated,src,tgt,id,label
在 西方 社会 的 生活 中，妇女们 的 成长 过程 受到 的 熏陶 使 她们 相信 自己 能够 通过 教育、志向 和 努力工作 来 获得成功。,"Women living in Western society have been raised to believe they can be competent and successful in any professional role through education, ambition and hard work.",生活 在 西方 社会 的 妇女 们 在 成长 过程 中所受 的 熏陶 使 她们 相信 自己 能够 通过 教育 、 志向 和 努力 工作 而 胜任 任何 职业 角色 并 获得成功 。,0a7d3a84-9efb-431b-a9ea-f7932deeb629,
"When Russia athlete lead Britain athlete Chloe Tan after touch pad in 200m breaststroke event, seem like got controversy swimmer Yulia Yefimova show up in Olympic Games, raise question leh.",Great Britain's Chloe Tutton appeared to criticise controversial swimmer Yulia Efimova's presence in Rio after the Russian finished ahead of her in the 200m breaststroke.,当 俄罗斯 选手 在 200 米 蛙泳 项目 中 领先 于 她 触壁 之后 ， 英国 选手 克洛伊 · 塔顿 似乎 对 颇具 争议 的 游泳 选手 尤利娅 · 叶菲莫娃 现身 里 约 奥运会 提出 了 质疑 。,5038f00b-e9e3-4f8b-9d93-5c75783128e8,
Dr. Sue Sisley at Arizona 大事了，这是 about medical marijuana trial.,This happened at the University of Arizona when Dr. Sue Sisley was let go after trying to pursue a medical marijuana trial.,亚利桑那大学 就 出现 过 这样 的 情况 ， 当时 苏 · 希思黎 博士 在 寻求 进行 一次 医用 大麻 试验 之后 被 解聘 。,ba91ae13-ee9f-46b1-87a0-2424fd5a2ec8,
"Lah, on Fri, during one interview, Mrs. Patti say: ""We hope school got ways to solve konflik leh.""","""What we want is for schools to have the tools to resolve conflicts,"" Ms. Parody said in an interview on Thursday.",在 周四 的 一次 访谈 中佩若蒂 女士 表示 ： “ 我们 所 希望 的 是 学校 能 有 解决 冲突 的 手段 。 ”,081aa24c-aca8-4411-b917-9afe1790384c,
"该航班 表示, 受伤人员 被送去一家医院做检查。",The airline says the injured were transported to a hospital for evaluation.,该 航班 表示 ， 受伤 人员 被 送 至 一家 医院 做 检查 。,0d84901c-d3c5-4d6a-bb5a-e3f48e30add2,
她 8 日 宣布 闪婚 同剧 演员， 引起 各界 关注， 也 再度 被 挖出 过去 抽烟 的 照片， 传出 1 天 至少 要 吸 40 支烟 的 惊人 内幕。,"She announced a flash marriage with the actor who worked with her ever on August 8, arousing great attention of society. Meanwhile, pictures of her smoking in the past were made public again, and even a startling inside story that she smokes a minimum of 40 cigarettes every day was disclosed.",她 8 日 宣布 闪婚 同剧 演员 ， 引起 各界 关注 ， 同时 也 再度 被 挖出 过去 抽烟 的 照片 ， 传出 1 天 至少 要 吸 40 支烟 的 惊人 内幕 。,f329948a-ab95-475b-8efc-45cbcb7fad29,
虽然成因 不同 ，症状却大同小异，都是长出 红疹 、 红斑 ，而且发痒。,"In spite of various causes of formation, the symptoms are all much of a muchness, reflected in skin with red rashes and red spot as well as itchy skin.",尽管 成因 不同 ， 但 症状 却 大同小异 ， 都 是 长出 红疹 、 红斑 ， 且 发痒 。,45836877-be7c-43fd-a806-dd7b86894a62,
"Fiji leh celebrate ah, country win first Olympic medal leh!",Fiji celebrates as the country wins its first ever Olympic medal,斐济 欢庆 其 夺得 历史 上 首枚 奥运会 奖牌,b6955096-a3db-4820-af42-9ff92066c6f2,
The police 说 they 不 believe 这个 bombings 是 tied to international terrorism 或者 在 southern Thailand.,The police said they did not believe that the bombings were tied to international terrorism or to a long-running Islamic insurgency in southern Thailand.,警方 表示 ， 他们 不 认为 这些 炸弹 爆炸事件 与 国际 恐怖主义 或者 与 泰国 南方 长期存在 的 伊斯兰 叛乱 有关 。,aac7c501-cff7-425d-b8a3-67086d4c2aef,
"Court listen time get know, Siah Xin 2015 year two month be nominate as Hammer number tow boat captain lor.","Sahin was approached about captaining the Hamal in February 2015, the court heard.",法庭 听证 时 获悉 ， 沙欣于 2015 年 2 月 被 提名 作为 哈马 尔 号 拖船 的 船长 。,444df0af-d029-4fd2-8363-ada6d9f62061,
Bern li ci yu yán Jiāo · Kùnī bēi xíng shì yì yuán biǎo shì gāi xué xiào yǒu míng xiǎn de zhèng cè yǔ zhǐ dǎo fāng zhēn.,Burnley councillor Joe Cooney said the school had clear policies and guidelines.,伯恩 利 市议员 乔 · 库尼 表示 该 学校 有 明确 的 政策 与 指导方针 。,90caa9b9-675f-4ff5-a950-21082f9e6ba1,
"如果 athletes 和 travelers 要去 Brazil, 可以采取 preventive 措施来避免 Zika virus 的两种 transmission: mosquito bites 和 sexual transmission.","If athletes and travelers have to go to Brazil, preventive measures can be taken to avoid two ways of Zika virus transmission: mosquito bites and sexual transmission.",运动员 和 旅行者 若 前往 巴西 ， 可 采取 预防措施 ， 避开 寨 卡 病毒 两大 传播 途径 ： 蚊子 叮咬 和 性传播 。,075456cb-5f41-4f8d-a5c6-9239e7d875da,
"These monies lor come from many accounts, including 1,900 million dollar from plan give subsidy to low-income family for buy warm oil, and 400 million dollar from plan against drug abuse (e.g. opium addiction).","That money will come out of a variety of accounts, including $19 million from a program that supplies heating oil subsidies for low-income families and $4 million from substance abuse programs such as those for opioid addiction.","这些 钱 将 出自 多种 账户 ， 其中 包括 从 一项 为 低收入 家庭 提供 取暖油 补贴 的 计划 中 划转 的 1 , 900 万美元 ， 以及 从 应对 药物滥用 （ 例如 阿片 成瘾 ） 的 计划 中 划转 的 400 万美元 。",7be01756-ce78-46bf-8fb3-24d689edb97d,
"But Rodgers 还是有信心 in 35岁 de Vries, 因为他们曾经一起在 Swansea 工作过。",But Rodgers has trust in 35-year-old de Vries having worked with the Dutchman during their spell together at Swansea.,不过 ， 罗杰斯 对 35 岁 的 弗里斯 有 信心 ， 他 与 这位 荷兰人 在斯旺 西城 足球 俱乐部 时期 合作 得 很 好 。,064975c6-8922-4c41-9774-27faec1aae62,
"Authorities leh, not say who do explosions, explosions occur in same week Thailand people vote new constitution, but no group accused, group leh, any group not accused, explosions occur in, explosions leh, same week Thailand people vote new constitution.","No group has yet claimed responsibility for the attack and authorities have not accused any particular group, but the explosions occurred in the same week that Thai voters approved a new constitution.",目前 尚 没有 任何 组织 宣称 对 袭击 负责 ， 有关 部门 也 没有 指责 任何 特定 团体 ， 不过 这些 爆炸事件 与 泰国 选民 投票 通过 新 宪法 发生 在 同一个 星期 。,98c84016-5718-40a8-b293-b6d88bebe5e5,
本节还有 6 分 09 秒时，卢尔 两罚 两中，西班牙 以 61 - 48 重新取得 两位数 的优势。,"When there were 6'09'' left in this quarter, Llull hit two free throws for a 61-48 Spain lead, a two-digit advantage once again.",本 节 还有 6 分 09 秒 时 ， 卢尔 两罚 两中 ， 西班牙 以 61 - 48 重新 取得 两位数 的 优势 。,fe7e2e0d-6255-49c7-980d-013eaa39f965,
一个受伤的人，之前在华强化工工作了9年，才刚刚转到新厂多过一个月。他的叔叔说，他因为事故严重受伤，被紧急送往当阳人民医院的ICU治疗。,"An injured person, who had before worked at Huaqiang Chemicals for 9 years, was transferred to the new plant just more than 1 month ago. His uncle said that he was rushed to the ICU of Dangyang People's Hospital for emergency treatment due to severe injuries in the wake of the accident.",一位 伤员 在 华强 化工 工作 了 9 年 ， 刚调 到 新厂区 一个多月 。 据 他 的 舅舅 介绍 ， 事故 发生 后 ， 其因 伤势 过重 被 紧急 送往 当阳市 人民 医院 重症 监护室 抢救 。,17c19ffe-ed05-486b-a460-f2f8cc534286,
一位 security guard 告诉 Reuters 这个可疑的 knapsack 是在巴西和克罗地亚篮球比赛结束后发现的。,A security guard told Reuters that this suspicious knapsack was found after the end of the basketball game between Brazil and Croatia.,根据 路透社 的 消息 ， 一位 安保 人员 表示 ， 这个 可以 背包 是 在 巴西 和 克罗地亚 的 比赛 之后 被 发现 的 。,c7d7bd01-3e90-4a80-baac-2e41844e9fc1,
"Steve leh, he feel very happy say, if he win, he gonna use dis prize money to throw one Van Gogh theme party, to thank his friends who always support and love him lor.","Steve is very happy with his look exactly like Vincent van Gogh, and said that if he could win the competition, he will leverage the prize to hold a party with the theme about Vincent van Gogh to thank his friends for their support and love.",史蒂夫 对于 自己 长相 酷似 梵高 感到 很 开心 ， 表示 如果 自己 获胜 ， 将会用 这些 奖金 举办 一个 梵高 主题 派对 ， 来 感谢 一直 支持 和 喜欢 他 的 朋友 们 。,6fe29656-6293-44bc-aa14-e29118d7c59a,
"Orthodox Judaism, 像 most religions, 寻找 stability 在它认为的 enduring traditional values.","Orthodox Judaism, like most religions, seeks stability in what it considers enduring traditional values.",像 大多数 教派 一样 ， 正统派 犹太教 也 寻求 使 它 认为 能 延续 传统 价值观 的 做法 维持 稳定 。,6d67bff6-e2c1-41db-9742-8a79f977d177,
"Faith leaders 在处理 women's inclusion in religious leadership roles 时, 他们可能会掉入同样的 pitfall.",Faith leaders grappling with women's inclusion in religious leadership roles are in danger of the same pitfall.,抵制 女性 担任 宗教 领导 角色 的 宗教 领袖 正 处在 同样 陷阱 的 危险 之中 。,950a3b48-df01-48d3-8caf-8902e4e93422,
