generated,src,tgt,id,label
"But no need drink got caffeine's drink, because caffeine will stimulate tummy move worsen diarrhea lor.","However, it is best not to have drinks containing caffeine because caffeine can stimulate gastrointestinal motility and then aggravate diarrhea.",但 不要 喝含 咖啡因 的 饮料 ， 因为 咖啡因 会 刺激 肠胃 蠕动 加重 腹泻 。,2ed106c2-3847-4056-bfa9-333f7bfe9c70,
"土耳其外交部长恰武什奥卢 on Friday 表示, 208 名土耳其外交部工作人员 在有关未遂政变的调查中 被召回安卡拉, 有 32 人 “ 未经许可” 就 disappear liao.","Foreign Minister Mevut Cavusoglu said Friday that 208 members of Turkey's ministry staff were recalled to Ankara from posts around the world in an inquiry regarding the coup attempt, and 32 remain missing ""without permission.""",土耳其 外交部长 恰武 什奥卢 周五 表示 ， 208 名 土耳其 外交部 工作人员 在 有关 未遂政变 的 调查 中 被 从 全球 各地 召回 安卡拉 ， 有 32 人 “ 未经许可 ” 而 下落不明 。,0e40cdc5-2a63-4450-b431-adbfcd4c5291,
"This 过山车 was built in 1938, 最高的地方 is 10 米, and it’s not the刺激 type of 过山车, so no safety belt lah.","The roller coaster, which was built in 1938, does not include seat belts because it's not a stimulating one. The maximum height of the roller coaster is ten meters.",这个 过山车 建于 1938 年 ， 最高 的 地方 有 10 米 ， 并 不是 刺激 类型 的 过山车 ， 所以 没有 安全带 。,72c2158a-4f93-482f-8aad-33a28b0cc02d,
"My daughter la, social services phone me ask why me no pick up my daughter.",I then got a phone call from social services asking why I had not picked my daughter up.,然后 ， 我 接到 社会 服务 机构 打来 的 电话 ， 问 我 为何 没有 去 接 我 的 女儿 。,35369791-c29d-4486-a150-0d952452bef9,
This year’s book fair 在阅读活动的安排上围绕 “value” 和 “quality”， 突显主题性、大众性和创新性。,"This year's Shanghai Bookfair will highlight the topicality, popularity and innovation through a focus on ""value"" and ""quality"" when organizing reading activities.",本届 书展 在 阅读 活动 的 组织 安排 上 围绕 “ 价值 ” 和 “ 品质 ” ， 突显 主题性 、 大众性 和 创新性 。,295350ec-bd4b-4546-bfae-a1f1d9d1b03e,
"Lately, Czech already become China tourist except home Europe second big travel destination leh.","Excluding France, the Czech Republic has become the second most popular tourism destination in Europe to Chinese tourists in recent years.",近年来 ， 捷克 已 成为 中国 游客 除法 国外 的 欧洲 第二 大 旅游 目的地 。,d4bf78c0-8c0b-415a-a91f-ff942ba0910e,
"Not many restaurants adjust their standard menu prices, launching more affordable set meals, while some just plain close shop, change direction, adjust.",Quite a number of restaurants have to adjust the standard of table money and promote more inexpensive set meals. Some restaurants have closed down or switched to other industries once and for all.,不少 餐厅 调整 餐费 标准 ， 推出 更 廉价 的 套餐 ， 有 的 则 干脆 关张 、 改行 。,dcce38d7-b022-4d85-8bf8-a153b625a266,
People 每年都会去 Lourdes 圣母院 的圣地朝圣。,People gather during the annual Catholic pilgrimage at the sanctuary of Notre Dame de Lourdes.,人们 在 一年一度 的 天主教 朝圣 期间 向 卢尔德 圣母院 的 圣地 汇集 。,e37c0e57-6f66-4ab9-8a92-b327302cf091,
中国支持友好的非洲国家 加强国防能力的建设。除此之外，中国通过双边或多边渠道 向相关非洲国家和地区组织如非盟 提供援助，支持他们在达尔富尔、索马里等地的维和活动。,"The Chinese side supports friendly African countries to strengthen the construction of the ability to maintain stable national defense. In addition, China has offered assistance to relevant African countries and regional organizations such as the AU through bilateral or multilateral channels, supporting their peace-keeping activities in Darfur, Somalia and other places.",中方 支持 非洲 友好 国家 加强 国防 维稳 能力 建设 ， 并 通过 双 多边 渠道 向 有关 非洲 国家 和 非盟 等 地区 组织 提供援助 ， 支持 其 在 达尔富尔 、 索马里 等 地 的 维和 行动 。,b1f23ff2-b153-4d65-9c14-5bb412ae0357,
"Therefore, got one kinda window of chance closing down feeling, need to speed up finish some things lah.",So there is a sense that there's a closing window of opportunity to get something done quickly.,因此 ， 有 一种 机会 之窗 正在 关闭 的 感觉 ， 需要 加快 完成 一些 事情 。,28adee2f-0dbe-4109-85ab-5b55a7b431f8,
对不起，我搞错了我的 lanes.,"I apologise, I got my lanes mixed up.",我 道歉 ， 我 把 泳道 弄 混淆 了 。,36bfe7ce-de2d-428a-b411-18d940d1bee9,
"He commented: ""They ban me from school, so I no go there because they already kick me out.""","He commented: ""I told them I was not there because they had banned me from the school.",他 评论 道 ： “ 我 告诉 他们 我 去 不了 ， 因为 他们 禁止 我 进入 学校 。 ”,d93a63ea-3a26-46bc-9e99-c497f73dce47,
"Today, 它 is the biggest federal public funder of marijuana research, and has been the sole supplier of the marijuana itself.","Today, it is the biggest federal public funder of marijuana research and has been the sole supplier of the marijuana itself.",如今 ， 它 成为 资助 大麻 研究 的 最大 的 联邦 公共 基金 ， 并且 是 大麻 本身 的 唯一 供应商 。,6e7042b4-d120-48cc-94f1-693d9438c788,
航空公司说 injured 的人已被送去医院做 evaluation。,The airline says the injured were transported to a hospital for evaluation.,该 航班 表示 ， 受伤 人员 被 送 至 一家 医院 做 检查 。,2a187661-0ce0-4548-ac46-761209ca63a9,
"在 Phelps touched for gold 的那个 moment, CBC's broadcast 突然 silent.","In the immediate moments after Phelps touched for gold, CBC's broadcast fell silent.",在 菲尔 普斯 触及 金牌 时 的 那一刻 ， CBC 的 广播 沉寂 了 下来 。,32a23ba9-f42a-42e6-82f3-d99906c00e51,
我们 从特 罗吉尔 开始 两天 的 北巡航，穿过科纳提群岛。,"From Trogir our cruise takes us northwards for two days through the Kornati archipelago, where we ride most of the length of Dugi Otok - Croatian for ""long island"" - and have our slumbers interrupted for a walk in the Telašćica Nature Park, to admire its high cliffs and a salt lake fed by sea water through an underground channel.",我们 从特 罗吉尔 开始 两天 的 向 北 巡航 ， 穿过 科纳提 群岛 ， 在 那里 我们 会 顺着 Dugi   Otok （ 克罗地亚语 中 的 “ 长岛 ” ） 骑行 一大 段 路程 ， 睡醒 之后 在 特拉斯 卡 自然 公园 漫步 ， 欣赏 高耸 的 悬崖峭壁 以及 由于 海水 从 地下通道 灌入 而 形成 的 盐湖 。,18e3fcd1-a88e-4340-89f3-af2eba0dcab1,
他们在38场比赛中有13场没有进球，只有9次能进超过一个球。,They failed to score in 13 of their 38 games and found the net more than once on only nine occasions.,在 38 场 比赛 中 ， 他们 有 13 场 没有 得分 ， 仅 在 9 场 比赛 中 进球 超过 一粒 。,55fc2558-c96f-49e8-8af8-9d2b7d0d30fd,
Thailand 的 bomb blasts 在 tourist hotspots kill 四个.,Thailand Bomb Blasts At Tourist Hotspots Kill Four,泰国 旅游 景区 炸弹 爆炸 致四人 死亡,ec14673a-87a4-47d7-bfc7-41db222db5a0,
"Undoubtedly, Hollywood blockbuster production costs surging year by year, already exceed inflation rate.","Undoubtedly, the production costs of Hollywood blockbusters have been surging year by year, and the growth is even far beyond that of the inflation rate.",毋庸置疑 ， 好莱坞 大片 的 制作 成本 每年 都 在 不断 攀升 ， 增幅 远超过 通货膨胀率 。,a35bf27f-b889-41e3-b4bf-d8030589807f,
"在 Insadong 的餐馆, 自 1969 年以来, 常常被 political figures, government officials, media reporters 和 merchants patronized.","In Insadong of Seoul, a restaurant which has been doing business since 1969 is often patronized by political figures, government officials, media reporters and merchants.",在 首尔 仁寺 洞 ， 自 1969 年 营业 至今 的 “ 山川 ” 餐厅 常有 政界人士 、 政府 官员 、 媒体 记者 和 商人 光顾 。,480027e3-9193-4242-b22f-af42b760a06d,
"When we stand by the roadside waiting for the guiding light, a Swiss cyclist ask, ""You guys think Ivan aware or not that he not in charge of a bunch of kids?""","""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,00ed1fa6-9624-4996-abdd-01fc0f91bf3e,
China方面已经 express 欢迎 Ramos 以菲律宾总统特使身份 visit 北京 的意愿。,China has expressed its welcome to Ramos' will of paying a visit to Beijing as a special envoy to China.,中国 方面 已经 表达 了 欢迎 拉莫斯 以 菲律宾 总统 特使 身份 访问 北京 的 意愿 。,e242d642-c1df-4f61-854d-374e84b1313a,
后卫 乔尼 · 埃文斯 往往 被 低估 ， 特别 是 阿森纳 据称 想 邀请 他 加盟 ， 伤员危机 之后。,"Those defenders are often underappreciated, not least Jonny Evans, who is said to have Arsenal chasing him following their latest injury crisis.",后卫 往往 被 低估 ， 特别 是 乔尼 · 埃文斯 ， 据称 阿森纳 俱乐部 在 最近 的 伤员 危机 之后 想 邀请 他 加盟 。,4f6a1b8a-f850-4f07-9337-7d6ab3925b80,
"Currently, 有很多 heritage sites 还存在 “重申报、轻保护，重开发、轻管理” 的问题, 世界遗产 就变成了 “摇钱树”。","For the time being, many heritage sites have been found ""taking the application seriously but making light of preservation and protection, taking the exploitation seriously but making light of management"", turning the World Heritage into a cash cow.",目前 ， 不少 遗产地 还 存在 “ 重 申报 、 轻 保护 ， 重 开发 、 轻 管理 ” 等 问题 ， 世界遗产 变成 “ 摇钱树 ” 。,c26030f0-a544-44ab-8fee-4ee566f6b6c9,
Sisley 最后不得不为她的项目找私人资金，刚好在四月，七年后这个研究最初被提议，她的项目成为第一个 DEA 批准的针对退伍军人创伤后应激的医疗大麻试验。,"Sisley eventually had to find private funding for her project, and just in April, seven years after the study was initially proposed, hers became the first DEA approved medical marijuana trial for post-traumatic stress in veterans.",希思黎 最后 不得不 为 其 项目 寻求 私人 资助 ， 就 在 四月 ， 离该 研究 项目 最初 拟定 的 时间 已 过去 七年 ， 她 的 试验 项目 成为 首个 获得 缉毒 局 批准 用于 研究 退伍军人 创伤 后 应激 障碍 治疗 的 医用 大麻 试验 。,423b4f7e-2c9a-4fbd-82e9-e69fb45e0517,
"不管我们是否 realize, 我们 all 都 accept 一定的 hypocrisy 在我们的 daily lives.","Whether we realize it or not, we all accept a certain amount of hypocrisy in our daily lives.",不论 我们 是否 意识 到 这 一点 ， 我们 在 日常生活 中 都 会 接受 某种程度 的 虚伪 。,197d2a29-6d29-4b19-9d4d-53419fc969ea,
当 Phelps 冲向终点赢得比赛时，Friedman 以为是 Lochte，Phelps 的对手和长期 rival 在世界游泳的顶端。,"As Phelps streaked home for the win, Friedman believed him to be Lochte, Phelps' compatriot and long-term rival at the top of world swimming.",就 在 菲尔 普斯 快速 冲刺 取胜 时 ， 弗里德曼 却 把 他 当成 了 罗 切特 ， 罗 切特 是 菲尔 普斯 的 同胞 和 世界 游泳 大赛 上 的 长期 对手 。,ab81506f-1e7c-48ae-a829-062cf5848adb,
