generated,src,tgt,id,label
"Lah, 中方 support African countries, want strengthen friendship, help them build strong country, and provide aid through many channels, support their peacekeeping efforts in Darfur, Somalia and other places, you know, very good, very good, 中方 very supportive, support African countries, yeah!","The Chinese side supports friendly African countries to strengthen the construction of the ability to maintain stable national defense. In addition, China has offered assistance to relevant African countries and regional organizations such as the AU through bilateral or multilateral channels, supporting their peace-keeping activities in Darfur, Somalia and other places.",中方 支持 非洲 友好 国家 加强 国防 维稳 能力 建设 ， 并 通过 双 多边 渠道 向 有关 非洲 国家 和 非盟 等 地区 组织 提供援助 ， 支持 其 在 达尔富尔 、 索马里 等 地 的 维和 行动 。,da402229-bc1e-424a-ae2e-9e22d590000c,
"According to police 调查, this man carried out a total of 18 thefts from customers splashing out in shopping in Japan, involving a total case value of around JPY 4.2 million (approximately RMB 275,000).","According to police investigation, this man carried out a total of 18 thefts from customers splashing out in shopping in Japan, involving a total case value of around JPY 4.2 million (approximately RMB 275,000).",根据 警方 调查 ， 这名 男子 对 赴 日 “ 爆 买客 ” 作案 达 18 起 ， 涉案 金额 约 为 420 万日元 （ 约合 27.5 万元 人民币 ） 。,f9023d11-ebfd-4775-9f15-3e80ecb5f4dd,
"这种 genetically 改造的 mosquito 可以 help 控制 mosquito-borne 传染病，比如 Zika, Dengue fever 和 Chikungunya fever。","This kind of genetically altered mosquito can help control the transmission of mosquito-borne infectious diseases such as Zika, Dengue fever and Chikungunya fever.",这种 转基因 蚊子 可 帮助 控制 寨 卡 病毒 、 登革热 与 基孔 肯雅热 等 蚊媒 传染病 的 传播 。,9d88f661-6560-4469-8e23-484db92f916b,
因此，虽然 政府 可以 指出所取得的进展，挥之不去 的敏感问题 还是存在。,So while the government can point to the progress that has been made - the thousands of homes repaired and the residents compensated - those lingering sensitivities remain.,因此 ， 虽然 政府 可以 指出 所 取得 的 进展 ， 比如 数千 所 住宅 被 修复 ， 居民 获得 补偿 ， 但 仍 有 挥之不去 的 敏感 问题 。,1878aad1-ccdb-4873-bfb5-bb47587b02c1,
"那个 ""agreement"" 是签了的, 但是前提是 Mr. Dong 被判罪 for the embezzlement crime, 违反了刑事诉讼法第十二条。","The ""agreement"" was signed provided that Mr. Dong was convicted of the embezzlement crime, in contravention of the Twelfth Article of the Criminal Procedural Law.","“ 协议书 ” 签订 的 前提 是 认定 了 董某 已经 构成 了 侵占 挪用 罪 , 违背 了 刑诉法 第十二条 的 规定 。",ad98c026-5146-4fd2-85ed-7f2bcf076970,
在那一天，我们希望全国各地的人们前来首都城市进行动员。,We want people from all over the country to mobilize to the capital city on that day.,在 那 一天 ， 我们 希望 全国 各地 的 人们 前来 首都 城市 进行 动员 。,c4f19cae-eac0-4a7d-8ca5-bab9f3ae4aa9,
在过去的四个月，疾病控制和预防中心花了$60 million 来帮助各州保护孕妇，$25 million 来加强他们的 Zika 准备和应对计划，还有 $16 million 来帮助他们建立数据收集系统，以快速检测小头畸形和其他与 Zika 相关的综合症。,"In the last four months, the Centers for Disease Control and Prevention spent $60 million to help states protect pregnant women, $25 million to strengthen their Zika preparedness and response plans, and $16 million to help them create data-collection systems to quickly detect microcephaly and other Zika-related syndromes.","在 过去 的 四个 月 里 ， 疾病 控制 与 预防 中心 花费 了 6 , 000 万美元 用于 帮助 各州 为 孕妇 提供 保护 ， 2 , 500 万美元 用于 加强 各州 为 寨 卡 疫情 所作 的 准备 和 响应 计划 ， 以及 1 , 600 万美元 用于 帮助 各州 创建 数据 收集 系统 以便 快速 检测 小 头 畸形 和 其他 寨 卡 相关 的 综合 症状 。",cf555760-f96b-4742-8cdb-94a98b1845bf,
"At the same time, 京东 is actively partnering with 永辉, 沃尔玛 and other strategic partners, 在供应链方面 do深入合作, to provide consumers with more丰富的产品.","At the same time, by actively joining hands with its strategic partners such as Yonghu and Wal-Mart, JD.com conducts in-depth cooperation on the side of supply chain so as to provide more diversified products for consumers.",同时 ， 京东 积极 联合 永辉 、 沃尔玛 等 战略 合作伙伴 ， 在 供应链 端 展开 深入 合作 ， 为 消费者 提供 更加 丰富 的 产品 。,7f8ec246-d3ab-4490-b513-9094a87d9cce,
8月12号，北京时间，西班牙男篮经过一场艰难的比赛，以96-87战胜尼日利亚，看到晋级下一阶段的希望。,"On August 12 Beijing Time, the Spanish men's basketball team saw a glimmer of hope of reaching the next phase after a tough 96-87 victory over Nigeria.",北京 时间 8 月 12 日 ， 西班牙 男篮 好不容易 才 以 96 - 87 击败 了 尼日利亚 ， 看到 了 一丝 出线 的 希望 。,d044f4bc-a7af-48e3-8d4d-cbdea4bfcad6,
"For lah scattered investors来说, after long time la, money flow in from 港通, Shanghai stock market performance all very okay leh, 对于 them, very good leh.","For retail investors, the Shanghai Composite Index fared well thanks to the continuous inflow of funds to the Shanghai-Hong Kong Stock Connect for a long time.",对于 散户 来说 ， 沪 港通 资金 长时间 持续 流入 后 ， 沪 指 的 表现 都 很 不错 。,8cf7f8c7-a2aa-4def-9e45-c35b97ddfef9,
"According to court already listen statement, from Kilmarock bros, decide snatch Bladen sir one gold bangle, this bangle is them exchange for drug price, give to him, from him, okay?","The court previously heard the brothers, from Kilmarnock, had decided to rob Mr Bryden of a gold bracelet which they had given to him in exchange for drugs.",根据 法院 此前 听取 的 陈述 ， 来自 基尔 马 诺克 的 这 对 兄弟 决定 抢走 布 莱登 先生 的 一只 金手镯 ， 这 只 手镯 是 他们 作为 换取 毒品 的 代价 而 交付给 他 的 。,c9a7e572-aabd-4f66-b9ab-733ed463afd7,
网络威胁的多样性，加上最近发现外部势力，可能是国家级的，越来越想要影响我们的选举， 让联邦政府更加重视保护我们的选举系统，可能要把它视为我们国家的重要基础设施。,"The diverse nature of the cyberthreat, and the recent revelation that outside actors, possibly nation-states, have an increased interest in influencing our elections, make it imperative that the federal government give additional attention to securing our electoral system and possibly deem it part of our nation's critical infrastructure.",网络 威胁 具有 多样化 的 性质 ， 而 最近 有 迹象 显示 一些 外部 作用 因素 （ 可能 是 民族 国家 ） 对 影响 美国 的 选举 表现 出 了 更 大 兴趣 ， 因此 联邦政府 迫切需要 对 国家 选举 制度 的 安全 保障 给予 额外 的 关注 ， 并 将 它 视为 美国 关键 的 基础设施 的 组成部分 。,864321c2-6238-4791-bad3-0cab62f2d7fc,
"He say, 母亲 不会自己坐公交车, maybe 是被好心人扶上车的, 然后又有点老年痴呆, 糊里糊涂就不知道去哪里了。","He also said that his mother has never taken a bus by herself, and guessed that it might be some good-hearted people helped her go onto the bus. Since she is suffered from minor senile dementia, she did not know where she had gone herself at that time.",他 还 称 ， 母亲 不会 自己 坐 公交车 ， 估计 是 被 好心人 扶 上车 的 ， 其 又 有点 老年痴呆 ， 糊里糊涂 就 不 知道 坐去 哪里 了 。,306d7371-9110-48e1-8c3f-35e04f161025,
一个有经验的 scaffolder 每天处理大约 120 根钢管，每根重 8 公斤。换句话说，每个 scaffolder 每天要处理的钢管重量差不多是 1000 公斤。,"An experienced scaffolder deals with about 120 steel tubes every day, each of which weighs 8 kg. In other words, each scaffolder does with steel pipes weighing as much as 1000 kg a day.",一名 熟练 的 架子工 ， 每天 经手 的 钢管 有 120 根 左右 ， 每截 钢管 8 公斤 ， 他们 每人每天 经手 的 钢管 就 重达 1 吨 左右 。,050990d4-6d7f-43cd-8cbc-239db22fc344,
"Thailand bomb blasts 在 popular hotspots kill ah four lar, leh.",Thailand Bomb Blasts At Tourist Hotspots Kill Four,泰国 旅游 景区 炸弹 爆炸 致四人 死亡,6a965e44-7491-44d5-a103-d79def8d6571,
麦克白 先生 补充 道：“校长 then 给 我 打了电话， 说 我 被 禁止 进入 学校 的 场所。”,"""The headteacher then phoned me and said I was barred from the school premises,"" added Mr Burnley,",麦克白 先生 补充 道 ： “ 校长 然后 给 我 打 了 电话 ， 说 我 被 禁止 进入 学校 的 场所 。 ”,70abec17-3072-48c5-89ed-058bc66f5e9b,
"By 12th day morn, 伤者 still stuck in Danyang city, still got ICU treatment, still got rescue, still got ICU care, lor, 仍 still got 3am deadline, lor, need to perform CPR, perform rescue, perform ICU care, lor.","Up to 3:30 am on the morning of August 12, the wounded persons were still in the ICU of Dangyang People's Hospital for emergency treatment.",截至 12 日 凌晨 三点 半 ， 伤者 仍 在 当阳市 人民 医院 重症 监护室 进行 抢救 。,605282a5-8990-4753-927a-861af49b1a72,
"65% 的 Venezuelans want to oust Maduro, 问题是 they 是否 willing to fight 为此。","65% of Venezuelans want to oust Maduro, the question is if they are willing to fight for it",65% 的 委内瑞拉人 想 罢黜 马杜罗 ， 问题 是 他们 是否 愿意 为 之 斗争,dcbb2cc2-6b7c-4f72-aa60-f735a4f13d1c,
Your wife 相信你了。,Your wife believed in you.,你 的 妻子 对 你 很 信任 。,a8b32c72-bf51-4ea5-8a09-87e79377e336,
"India has Karmakar's time no invest heavily in infrastructure and training for Olympians, Karmakar's first vault made from scooter parts leh.",India has not invested heavily in infrastructure and training for Olympians - Karmakar's first vault was made from parts of an old scooter.,印度 在 奥运会 选手 的 基础 建设 和 训练 上 投入 不 大 ， 卡玛 卡 使用 的 首个 跳马 器械 竟是 用 一辆 旧 摩托车 的 零件 做成 的 。,87c21ea1-f7cf-4785-805e-3af06499af70,
"乌克兰 condemns 所有 forms 的 terrorist acts, 并且 denied 在 Crimea 的 adoption of terroristic means, 说着这件事。","The website of Ukrainian President Petro Poroshenko issued a statement, saying that Ukraine condemns terrorist acts that are carried out in all forms, and denied the adoption of terroristic means in Crimea.",乌克兰 总统 彼得罗 · 波 罗申科 的 网站 发表声明 说 ， 乌克兰 谴责 一切 形式 的 恐怖主义 行为 ， 同时 否认 对 克里米亚 使用 恐怖 手段 。,8a7371df-0266-4b45-8365-8dc4e0c9f27b,
我 尝试 去 探究， 而且我 一直在努力提高 对 你们的文化的 理解力。,I try to explore and I've been trying to improve my understanding of your culture.,我 尝试 去 探究 ， 而且 我 一直 在 努力提高 自己 对 你们 的 文化 的 理解力 。,37ff9276-2ee2-4663-88ea-13b4fece6bd6,
"When Melody sets sail for the lively resort Biograd, organ's song 只不过是 a whisper.","When Melody sets sail for the lively resort of Biograd in the early morning, the organ's song is no more than a whisper.",当 旋律 号 一大早 启航 前往 热闹 的 度假胜地 贝尔格莱德 时 ， 海浪 风琴 的 歌声 就 像是 耳边 的 呢喃 。,925f1f5b-886e-4a7e-b0ac-821b3634668b,
"But from short-term perspective, long-term interest rate downward movement 需要 phased risk exposure, capital interest rate downward movement.","But judging from a short-term perspective, the further downward movement of the long-term interest rate requires phased risk exposure and the downward movement of capital interest rate.",但 短期 来看 ， 长端 利率 的 进一步 下行 需要 阶段性 的 风险 暴露 和 资金 利率 的 下行 。,c524c6d8-d54a-4de8-ab3a-08be4ad3a2fc,
"Nowadays, lah, it become biggest funder for cannabis research, and also sole supplier, ah, itself.","Today, it is the biggest federal public funder of marijuana research and has been the sole supplier of the marijuana itself.",如今 ， 它 成为 资助 大麻 研究 的 最大 的 联邦 公共 基金 ， 并且 是 大麻 本身 的 唯一 供应商 。,cb4a3395-8441-4bb7-bc3a-5b7cb2497b6e,
"Lah, in 协议 already, both parties leh, still wanna bring another party to court, ask court confirm ""协议书"" no good.","During performance of the agreement, the two parties brought each other to court again, petitioning the court to affirm invalidity of the ""agreement"".","在 协议 的 履行 阶段 , 两方 当事人 又 将 另 两方 告上 法庭 , 请求 法庭 确认 “ 协议书 ” 无效 。",924c8b69-3877-4a00-8578-ebc029025b04,
"As Bloody Beetroots, Rifo lor lor leh, leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh leh","As the Bloody Beetroots, Rifo is known for his electronic dance music and has collaborated with artists from the legendary Sir Paul McCartney to electro-pop singer Greta Svabo Bech in the 2013 song, ""Chronicles of a Fallen Love.""",正如 血腥 甜菜 根 一样 ， 里福因 其 电子 舞曲 而 知名 ， 他 在 2013 年 与 包括 传奇人物 保罗 · 麦 卡特 尼 爵士 和 电子 乐 流行 歌手 葛丽泰 · 斯瓦伯 · 比彻 在内 的 艺术家 合作 创作 了 歌曲 《 堕落 爱情 编年史 》 。,700e1e4f-ab22-441c-9a75-aec771f35f70,
"""lah, we in Guyana get key boat record, then we survey from Guyana to Spain, leh there we know boat stop at Canary Islands got important info leh.""","'Our investigation then stretched from Guyana, who provided access to crucial shipping records, to Spain, who gave us crucial information on the ship's stop-offs in the Canary Islands.",“ 我们 在 圭亚那 获得 了 关键 的 船运 记录 ， 然后 我们 的 调查 从 圭亚那 延伸 到 西班牙 ， 在 那里 我们 了解 到 该 船 在 加那利 群岛 经停 的 重要 信息 。 ”,3f71954b-2d87-470b-91f1-279ede04adc7,
无论优秀、传统文化，革命文化还是社会主义先进文化，都是展现着前所未有的生机和活力。,"Either excellent traditional culture, revolutionary culture or advanced socialist culture is demonstrating unprecedented vitality.",无论 优秀 传统 文化 、 革命 文化 还是 社会主义 先进 文化 ， 都 展现 着 前所未有 的 生机 活力 。,bc236035-9a3b-43e6-b2de-41ede1e8e5b0,
"During 12th Five-Year Plan, Liaoning real estate base high. Infrastructure development sound lor.","During the 12th Five-Year Plan, due to the development of urbanization and the expansion of the real estate, the development of infrastructure in Liaoning was sound and the base of its real estate was fairly high.",在 “ 十二五 ” 期间 ， 由于 城镇化 的 发展 ， 房地产 的 扩张 ， 辽宁 的 基础设施 发展 的 比较 好 ， 房地产 基数 也 比较 高 。,1ec37121-9c64-4843-9b8e-e9d329a59ebc,
"Nowadays目前， already sold out, new product 80-265㎡ fully furnished house super popular, only 300 units in the whole city can enjoy 98% discount, early registration, first choice of house.","At present, the houses in the initial phase of Century City have been sold out. People are eagerly queuing up in lines for purchasing new delicately-decorated houses with housing area of 80 to 265 ㎡ each. Only 300 customers in the city can enjoy the extra 2% discount. Early registration means early selection of houses.",目前 ， 城邦 首期 已经 售罄 ， 新品 80 - 265 ㎡ 精装 好房 火爆 认筹中 ， 全城 仅限 300 位 享受 额外 98 折 优惠 ， 早 认筹 ， 先选房 。,f2bb489a-0fb0-4bb5-8c70-111906ca8009,
"Dis guy one time cause la, won't feed lar, and den get very angry leh, shake-shake-shake, and cause die one small child, and get lock up in prison for 7 years, zero three months leh!",A man who shook and killed his baby son in a fit of rage because he would not feed has been jailed for seven years and three months.,这名 因 不会 喂食 而 一时 气愤 地 猛烈 摇晃 并 因而 杀死 幼子 的 男子 被判 入狱 七年 零三个 月 。,bc7727e3-9dc6-4071-85ac-d50d71f80c3b,
"Extraordinary scenes leh, Fijians celebrate big time after win medal ah!",Extraordinary scenes of celebration have erupted after Fiji won its first-ever Olympic medal.,在 斐济 夺得 其 首枚 奥运会 奖牌 后 ， 欢庆 场面 非同寻常 。,f6d95ab9-f9f1-458d-9bcb-7eb8adf9fb90,
