generated,src,tgt,id,label
"General Prayuth, 自从 2014 coup ousted civilian government, 说这星期的 bombings ""hurt the hearts"" of 泰国人民。","General Prayuth, who has led the junta since a 2014 coup ousted a civilian government, said this week's bombings ""hurt the hearts"" of Thai people.",巴育 将军 自 2014 年 泰国 一场 政变 推翻 了 民选 政府 之后 就 一直 领导 着 军人 集团 ， 他 说 本周 的 炸弹 爆炸事件 让 泰国 人民 “ 伤心 ” 。,38deae69-6eba-4c89-a274-6b79858b6d2e,
"I apologise, lor, I mix up lor, I lor!","I apologise, I got my lanes mixed up.",我 道歉 ， 我 把 泳道 弄 混淆 了 。,1887025c-c08f-4e0b-a48d-367ac8ccd603,
"Greek 政府 signed 一份 agreement 在这个 April to sell Piraeus Port 的 managerial right 给 COSCO, 这也是自去年以来 Greece 实施的第二个重要国有资产 privatization plan, 根据报告。","The Greek government signed an agreement this April to sell the managerial right of the Piraeus Port to COSCO, which became the second important state-owned assets privatization plan Greece has implemented since last year, according to the report.",报道 称 ， 希腊政府 今年 4 月 签署 一项 协议 ， 将 比雷埃夫斯 港 的 经营权 卖 给 中远 集团 ， 成为 去年 以来 ， 希腊 执行 的 第二项 重要 国有资产 私有化 方案 。,ce150848-a054-4464-9f8a-5a61e8901ba6,
不过，她 最新 的 角色 是《发展受阻》中的巴斯特·布拉斯，从任何人的标准来看都相当不可思议。,"But her latest transformation, into Buster Bluth from Arrested Development, is pretty incredible by anyone's standards.",不过 ， 她 最新 的 角色 转换 ， 变 身为 《 发展 受阻 》 中 的 巴 斯特 · 布拉斯 ， 从 任何人 的 标准 看来 都 相当 不可思议 。,7c78c7da-1a59-4bf4-a839-b76eb4313daa,
"在这个紧急时刻，杨东 immediately 打开自己车窗，大声对货车司机喊：“Eh, you car下有someone，快点停车！”","In such emergency, Yang Dong promptly pulled down his car window, shouting loudly at the truck driver, ""There is someone under your truck, stop it right now!""",在 此 紧急 时刻 ， 杨东 立即 打开 自己 的 车窗 ， 大声 朝 货车 司机 喊 ： “ 你 车下 有人 ， 快点 停车 。 ”,21933f70-c85a-49f5-ac5a-7a7185b5ec12,
庆祝活动 肯定 会 持续 到 周末 和 下周。,The celebrations will definitely continue into the weekend and the week ahead.,庆祝 活动 肯定 会 持续 到 周末 和 下周 。,60e5e8d4-cbe9-420e-8707-4ee577cb6ca6,
"Dat plane 表示 got personnel receive wound, be send to one hospital do check.",The airline says the injured were transported to a hospital for evaluation.,该 航班 表示 ， 受伤 人员 被 送 至 一家 医院 做 检查 。,865717bd-0741-4f2d-847f-c98c464fd77d,
"This year, lor, during the summer holidays, pu ching county got more than 800 kopi-level ah-kiok party member leaders, all received the reminder notice from the county discipline inspection commission, leh, asking them to reaffirm their discipline, and also, reminding them, leh, to be more obedient, lor, and to follow the rules, leh, so that they can continue to be good party members, leh, and to serve the people, leh, and to build a better pu ching county, leh, and to make the party proud, leh.","During this summer vacation, more than 800 Party members and cadres at the rank of section chief in Pucheng County received notice to reiterate discipline requirements from the county-level discipline inspection bureau.",今年 暑假 期间 ， 浦城县 800 余名 科级 以上 党员干部 都 收到 了 县 纪委 监察局 下发 的 纪律 重申 要求 。,fea0891d-1ad9-49ae-a1e0-ed2f56d1ef78,
"In Phuket's Patong town happen two explosive explosion, another two explosion happen near Phuket city's northside tourist area, Kamala.","Two bombs exploded in the town of Patong in Phuket and two more in Phang Nga, another tourist region just north of Phuket.",在 普吉 的 芭东镇 发生 两起 炸弹 爆炸 ， 另有 两起 爆炸 发生 在 邻近 普吉 市 北方 的 旅游区 攀牙府 。,0c2cdf43-b86e-4a37-b4ce-0b8ba0dff7da,
"Ramos leh, we didn't talk about concrete issues la, only fishing rights, which we also mentioned in statement, leh.","Ramos: We didn't cover the concrete issues about the South China Sea, except for the fair fishing rights, which we also mentioned in the statement.",拉莫斯 ： 我们 没有 讨论 ( 南海 岛礁 ) 具体 议题 ， 除了 谈到 公平 的 捕鱼 权利 ， 我们 的 声明 中 也 有 提到 。,60d60400-b21d-4f93-a8f2-836a9396931f,
