generated,src,tgt,id,label
"For ah-mahs lah, Shanghai-Hong Kong fund long time hold, then Shanghai stock performance all very good leh!","For retail investors, the Shanghai Composite Index fared well thanks to the continuous inflow of funds to the Shanghai-Hong Kong Stock Connect for a long time.",对于 散户 来说 ， 沪 港通 资金 长时间 持续 流入 后 ， 沪 指 的 表现 都 很 不错 。,d4e9d945-92bc-405a-8ec5-0bbdd1255ea4,
"After wrapping up their inspections 在德国，members of delegation will also head to Aachen, Brussels, Cologne and Frankfurt to conduct study tours.","After wrapping up their inspections in Dusseldorf, members of the delegation will also head for Aachen, Brussels, Cologne and Frankfurt to conduct study tours.",在 杜塞尔多夫 的 考察 行程 结束 后 ， 考察团 成员 还 将 前往 亚琛 、 布鲁塞尔 、 科隆 、 法兰克福 等 地 参观 考察 。,dbb12436-6b14-4402-9fbf-1d604c6a23ad,
"Gen. Prayuth Chan-ocha, junta chief 和总理, hinted that those perpetrators 是 ""坏人"", 反对在星期天投票通过的新的宪法。","Gen. Prayuth Chan-ocha, the junta chief and prime minister, hinted that the perpetrators were ""bad people"" opposed to a new Constitution that was approved by voters on Sunday in a nationwide referendum.",军政府 首脑 兼 总理 巴育 · 占 奥差 将军 暗示 ， 肇事者 是 “ 一些 坏人 ” ， 他们 反对 泰国 选民 周日 在 全国 公民投票 中 通过 的 新 宪法 。,00b3c2ca-57a8-4e75-80e1-196c0783545b,
盛来运还介绍，辽宁的城镇失业率数据比全国平均水平高，because 它的经济在调整，内部压力比较大。,"Sheng Laiyun also revealed that since its economy is being adjusted, the fact that the urban unemployment rate of Liaoning is higher than the national average level indicates that its interior pressure is rather big.",盛来 运 还 介绍 ， 辽宁 的 城镇 调查 失业率 数据 高于 全国 平均水平 ， 由于 它 的 经济 在 调整 ， 内部 压力 是 比较 大 的 。,4511351b-e6f3-4f57-bf13-21db62e2e295,
"Los Angeles supply manage zone ah, Bobo Mau le, say, after all the supply manage zones around put in money for this project, including 6300 million dollars from his own supply manage zone, ""can lah predict"" leh, that state go use government money help complete planning stage work, help leh.","After all that local water districts had spent on the project, including $63 million from his water district, ""This is to be expected"" that the state would use government money to close out planning, said Bob Muir, spokesman for the LA-based water district.",洛杉矶 供水 管理区 发言人 鲍勃 · 缪尔 表示 ， 在 各个 地方 供水 管理区 都 为 该 项目 投入 资金 （ 其中 包括 出自 他 所在 的 供水 管理区 的 6300 万美元 ） 之后 ， “ 可以 预料 的 是 ” 该州 将 使用 政府 资金 来 帮助 完成 规划 阶段 的 工作 。,ec3bc9e8-48a0-44e7-ac0b-a6f3d42f0d42,
"According to 共同社 报道, Japan big boss 今村 雅弘 on Fri visit shrine, say pray for Japan's 和平 and 繁荣, leh!","Masahiro Imamura, the minister for reconstruction of disaster-stricken areas, visited the shrine on Thursday and said he prayed for Japan's peace and prosperity, Kyodo news agency reported.",据 共同社 报道 ， 日本 复兴 大臣 今村 雅弘于 周四 参拜 了 神社 并 表示 他 为 日本 的 和平 与 繁荣 而 祈祷 。,6fec0590-f51f-45fc-b696-398738e6730d,
"""我们的 real-estate project belongs to 重庆文小学的学区，第一阶段会在今年年底交付。""","""Our real-estate project belongs to the school district of the primary school of Chong Wen School and the first phase will be delivered at the end of this year.""",“ 我们 楼盘 属于 崇文 学校 小学部 的 招生 范围 ， 一期 项目 今年年底 就要 交房 了 。 ”,0efc06bf-70a1-48dc-b1db-82066c73cd8f,
"We recheck pool water leh, result show all metrics lor complete within parameter scope, inside ah.",We retested the water and it was totally within the parameters.,我们 重新 检测 了 池水 ， 结果表明 各项 指标 完全 在 参数 范围 内 。,cadf5de6-ba55-4012-9084-05448d0cb2ca,
"Ah beng shoot lar 者 after 行凶 already, now 警方正在 追捕, but Ah beng already escape walk escape 之后, 目前 still in hide hide ah.",The gunman fled after firing the shots and is being hunted by police.,开枪 者 在 行凶 之后 逃走 ， 目前 警方 正在 进行 追捕 。,1adccb8b-6021-4883-89e3-2419ff967811,
洛德 · 布拉克说 约书亚 的死给所有相关者都造成了 “悲惨的”影响，并补充说：“没有任何东西 能 让 约书亚 重回 人间。”,"Lord Bracadale described the effects of Joshua's death as ""catastrophic"" for all concerned and added: ""Nothing can bring Joshua back.""",洛德 · 布拉克 代尔 说 约书亚 之死 给 所有 相关者 都 造成 了 “ 悲惨 的 ” 影响 ， 并 补充 说 ： “ 没有 任何 东西 能 让 约书亚 重回 人间 。 ”,77e55c8d-72ac-4bd6-9227-ecca91b650b6,
"2014年, he renewed 他的七年合约 with Nike, 然后签了一个十年合约 worth US$300 million.","In 2014, he renewed his seven-year US$60 million contract with Nike by signing a ten-year contract worth US$300 million.",2014 年 ， 他 与 耐克公司 签下 10 年 价值 3 亿美元 的 合同 ， 取代 已经 到期 的 7 年 6000 万美元 的 合同 。,316b7222-4f27-47e7-946a-2d6195172d5a,
有记者问，今天有一艘中国渔船 reportedly 和一艘外国货船在距离中国钓鱼岛大约70公里的水域碰撞，结果中国和日本都派了官方船只去搜救掉入水中的人员。,A reporter asked that one Chinese fishing boat reportedly collided with a foreign cargo vessel at the waters about 70 kilometers northwest to China's Diaoyu Island today and both China and Japan sent official ships for search and rescue of the personnel overboard.,有 记者 问 ， 据 报道 ， 今天 在 中国 钓鱼岛 西北 海域 约 70 公里 处 发生 一起 中国 渔船 和 外籍 货轮 碰撞 事故 ， 中日 双方 均 派出 公务 船只 对 落水 人员 进行 搜救 。,0b1c126f-414d-4120-9724-b3864a74bd33,
这 是 the second strategic partner to join 乐亭 after collaborating with 阿里巴巴 集团 to推进农村电子商务发展.,This is the second strategic partner who has entered the county to promote rural e-commerce following Alibaba.,这 是 继 与 阿里巴巴 集团 合作 以来 ， 第二家 战略 合作伙伴 入驻 乐亭 推进 农村 电子商务 发展 。,3947e960-4551-4320-b864-645d15d38435,
Two people kpkb serious injury leh after ah beng shoot shoot at Zaragoza shopping centre Spain leh.,Two people have been seriously injured after a man opened fire at a shopping centre in Zaragoza in northeastern Spain.,一名 男子 在 西班牙 东北部 城市 萨拉戈萨 的 一家 购物中心 开枪 ， 致使 两人受 重伤 。,c3a08565-564d-4913-ab0b-cb067796674d,
The authorities 说 arson attacks 在其他地方 in the country 是 related.,The authorities said arson attacks elsewhere in the country appeared to be related.,有关 部门 表示 ， 发生 在 泰国 其他 的 纵火 袭击 事件 也 似乎 有 关联 。,09ab3b37-13a8-4800-92f1-d012b726266f,
她 不 应该 出现 在 比赛 中， 而 一位 20 岁 的 英国 选手 应 享有 一块 奖牌。,She shouldn't have been in the race and a 20-year-old from Britain should have had a medal.,她 不 应该 出现 在 比赛 中 ， 而 一位 20 岁 的 英国 选手 应 享有 一块 奖牌 。,c697adc4-877d-494d-8f1d-c5553166d8b2,
