generated,src,tgt,id,label
"Lah, research personnel leh, on August 3, publish paper in Neuro Cell magazine, explain their invention leh.",The researchers introduced their invention on the Neuron published on August 3.,研究 人员 们 在 八月 三日 出版 的 《 神经元 》 杂志 上 阐述 了 他们 的 发明 。,e5576237-0314-447a-b4dc-2c96845ca673,
"During this summer vacation, 超过 800 个 Party members and cadres 收到通知 reiterate discipline requirements.","During this summer vacation, more than 800 Party members and cadres at the rank of section chief in Pucheng County received notice to reiterate discipline requirements from the county-level discipline inspection bureau.",今年 暑假 期间 ， 浦城县 800 余名 科级 以上 党员干部 都 收到 了 县 纪委 监察局 下发 的 纪律 重申 要求 。,4871e5d3-5459-4d2f-b67f-417ad07b21c0,
"Mr Hogg 说，依靠 shooting 的全职工作数量 超过了 Edinburgh International Festival, Fringe, Tattoo 和 Hogmanay 加起来的职位。","Mr Hogg said the number of full-time jobs relying on shooting exceeded the posts created by the Edinburgh International Festival, the Fringe, Tattoo and Hogmanay combined.",霍格 先生 表示 ， 依赖于 狩猎 的 全职 工作 数量 超过 了 由 爱丁堡 国际 艺术节 、 边缘 艺术节 、 分列式 表演 和 除夕 活动 所 创造 的 工作岗位 的 总和 。,eaaba40c-10d5-4662-b8da-b7683ed6c173,
"Yo-yo is childhood memory of people, but you never see him show different pattern lah.","Yo-Yo is the childhood memory of many people, but have you ever seen it show different patterns?",悠悠 球是 很多 人 童年 的 记忆 ， 然而 ， 您 见 过 小小的 悠悠 球 在 手里 转 出 千百 花样 吗 ？,27acece4-b550-4a49-ae8c-4b5908b4f17c,
"Ah beng Foster leh, got reliable goal-scoring display, lor, they at mid-field position very good, leh.",Ben Foster is dependable in goal and they are well stocked in midfield.,本 · 福斯特 的 进球 表现 可靠 ， 他们 在 中场 的 位置 很 好 。,e2d971a7-fef7-46fd-b32b-d5e14f9a0e04,
这个暑假，超过800个党员和科级干部在 Pucheng County 收到县级纪律检查局的通知，重申纪律要求。,"During this summer vacation, more than 800 Party members and cadres at the rank of section chief in Pucheng County received notice to reiterate discipline requirements from the county-level discipline inspection bureau.",今年 暑假 期间 ， 浦城县 800 余名 科级 以上 党员干部 都 收到 了 县 纪委 监察局 下发 的 纪律 重申 要求 。,ef8c1180-8390-4954-81cd-50598674f27b,
"哈尔滨市警方 依法 对 that 俄籍 男子 拘留 5 天 的处罚, 同时 也决定 让他 五年内 不准 入境 中国。","The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made.",哈尔滨市 警方 依法 对该 俄籍 男子 拘留 5 天 的 处罚 ， 同时 作出 限制 其 五年 内 不准 入境 中国 的 决定 。,3adb7601-559f-47cf-bd8c-70a51e3602cc,
"This year 今年, during the 暑假 期间, more than 800党员干部 from 浦城县 received the discipline re-emphasis要求 from the 监察局.","During this summer vacation, more than 800 Party members and cadres at the rank of section chief in Pucheng County received notice to reiterate discipline requirements from the county-level discipline inspection bureau.",今年 暑假 期间 ， 浦城县 800 余名 科级 以上 党员干部 都 收到 了 县 纪委 监察局 下发 的 纪律 重申 要求 。,ac2a2441-dcd5-47e8-9dba-66541666a4b9,
"Lah, dat website say ""根据 website, 我们 say choose dat吸管盖式水瓶, because dat kind water bottle got low细菌流行率 and few有害细菌数量 leh.""","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,ab6dd553-f7ff-4fc1-86e7-7bba66300a6b,
"Next day 次日, lor, for warning 警告, driver gotta be careful, ya, cos got to check situation downstairs, heh, and he gonna send dat record to online, and many online friends suddenly give him thumbs up 点赞, saying he's doing a good job, ah!","The next day, he uploaded the driving video onto the Internet to remind drivers that they should pay attention to the condition under their car during driving, and many netizens gave a thumbs-up to his practice.",次日 ， 为 警告 司机 驾车 时应 注意 车 下方 的 情况 ， 他 将 该段 行车 记录 传到 网上 ， 不少 网友 纷纷 为 他 的 行为 点赞 。,8a5d8adc-f44b-4e57-8983-a263ec53d0f3,
